User,Date Created,Date Indonesia,Number of Likes,Source of Tweet,Tweet,Kecelakaan,Konstruksi,Cuaca/Kejadian Alam,Event,Kendaraan,Macet Karena hal Lain,Kota
e100ss,2022-08-24 9:00:52,2022-08-24 16:00:52,12,Twitter Web App,"2. Babat Lamongan MACET, ada giat gerak jalan;",0,0,0,1,0,0,Lamongan
e100ss,2022-08-24 9:00:52,2022-08-24 16:00:52,12,Twitter Web App,"3. Duduk Sampeyan Gresik MACET, imbas volume dan pengerjaan jalan. (hm)",0,0,0,0,1,0,Gresik
e100ss,2022-08-24 7:34:02,2022-08-24 14:34:02,4,Twitter Web App,1. Demak arah Dupak padat,0,0,0,0,0,0,Surabaya
e100ss,2022-08-24 7:34:02,2022-08-24 14:34:02,4,Twitter Web App,2. Arif Rahman Hakim arah Keputih padat,0,0,0,0,0,0,Surabaya
e100ss,2022-08-24 7:34:02,2022-08-24 14:34:02,4,Twitter Web App,3. Depan RS Muhammadiyah Lamongan arah Surajaya Macet imbas perbaikan jembatan (odp-pr),0,1,0,0,0,0,Lamongan
e100ss,2022-08-24 6:26:19,2022-08-24 13:26:19,7,Twitter Web App,1. Tol Sidoarjo arah Porong Macet,0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-24 6:26:19,2022-08-24 13:26:19,7,Twitter Web App,2. Depan RS Muhammadiyah Lamongan arah Surajaya Macet imbas perbaikan jembatan,0,1,0,0,0,0,Lamongan
e100ss,2022-08-24 6:26:19,2022-08-24 13:26:19,7,Twitter Web App,3. Tebaloan arah Simpang 3 Duduksampeyan Macet (odp-pr),0,0,0,0,0,1,Gresik
e100ss,2022-08-24 4:53:02,2022-08-24 11:53:02,9,Twitter Web App,11.52: Update unjukrasa driver online. Saat ini rombongan melintas di Jl Diponegoro. Lalu lintas padat cenderung Macet. Ekor kemacetan sampai di depan RSI A.Yani.  (odp-pr),0,0,0,1,0,0,Surabaya
e100ss,2022-08-24 4:20:10,2022-08-24 11:20:10,11,Twitter Web App,1. Depan Polda Jatim A.Yani arah dalam kota Surabaya padat cenderung Macet. Ada pengunjukrasa melintas,0,0,0,1,0,0,Surabaya
e100ss,2022-08-24 4:20:10,2022-08-24 11:20:10,11,Twitter Web App,2. Depan RS Muhammadiyah Lamongan arah Stadion Surahaya Macet (odp-pr),0,0,0,0,0,1,Lamongan
e100ss,2022-08-24 3:44:52,2022-08-24 10:44:52,8,Twitter Web App,10.44:,0,0,0,0,0,0,0
e100ss,2022-08-24 3:44:52,2022-08-24 10:44:52,8,Twitter Web App,1. Frontage Road A.Yani arah dalam kota padat. Ada unjukrasa driver online.,0,0,0,1,0,0,Surabaya
e100ss,2022-08-24 3:44:52,2022-08-24 10:44:52,8,Twitter Web App,2. Lamongan Kota setelah Univ Muhammadiyah arah Stadion Surajaya Macet. Ada unjukrasa di depan Dinas Pertanian Lamongan. (odp-pr),0,0,0,1,0,0,Lamongan
e100ss,2022-08-24 2:35:25,2022-08-24 9:35:25,6,Twitter Web App,09.35:,0,0,0,0,0,0,0
e100ss,2022-08-24 2:35:25,2022-08-24 9:35:25,6,Twitter Web App,1. Frontage Road A.Yani arah dalam kota padat,0,0,0,0,0,0,Surabaya
e100ss,2022-08-24 2:35:25,2022-08-24 9:35:25,6,Twitter Web App,2. Lamongan Kota setelah Univ Muhammadiyah arah Stadion Surajaya Macet,0,0,0,0,0,1,Lamongan
e100ss,2022-08-24 2:35:25,2022-08-24 9:35:25,6,Twitter Web App,3. Simpang 3 Duduksampeyan arah Lamongan padat (odp-pr),0,0,0,0,0,0,Gresik
e100ss,2022-08-24 1:29:48,2022-08-24 8:29:48,4,Twitter Web App,1. Tol Waru arah Gunungsari Macet,0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-24 1:29:48,2022-08-24 8:29:48,4,Twitter Web App,2. Simpang 3 Rumadi Citraland padat,0,0,0,0,0,0,Surabaya
e100ss,2022-08-24 1:29:48,2022-08-24 8:29:48,4,Twitter Web App,3. Raya Lontar arah Pakuwon Mayjen Yono Suwoyo padat,0,0,0,0,0,0,Surabaya
e100ss,2022-08-24 1:29:48,2022-08-24 8:29:48,4,Twitter Web App,4. Bundaran depan PTC arah HR Muhammad padat (odp-pr),0,0,0,0,0,0,Surabaya
e100ss,2022-08-23 12:35:46,2022-08-23 19:35:46,3,Twitter Web App,1. Kedurus arah Wiyung Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-23 12:35:46,2022-08-23 19:35:46,3,Twitter Web App,2. Benowo arah Babat Jerawat Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-23 12:35:46,2022-08-23 19:35:46,3,Twitter Web App,3. Exit Tol Romokalisari arah Jl Veteran Gresik Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-23 12:35:46,2022-08-23 19:35:46,3,Twitter Web App,4. Osowilangon dua arah padat,0,0,0,0,0,0,Surabaya
e100ss,2022-08-23 12:35:46,2022-08-23 19:35:46,3,Twitter Web App,5. Ngagel arah Wonokromo padat (odp-pr),0,0,0,0,0,0,Surabaya
e100ss,2022-08-23 12:04:44,2022-08-23 19:04:44,6,Twitter Web App,1. Sememi arah Pakal dua arah Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-23 12:04:44,2022-08-23 19:04:44,6,Twitter Web App,2. Kepatihan arah Terminal Benowo padat,0,0,0,0,0,0,Gresik
e100ss,2022-08-23 12:04:44,2022-08-23 19:04:44,6,Twitter Web App,3. Romokalisari arah Jl Veteran Gresik padat,0,0,0,0,0,0,Surabaya
e100ss,2022-08-23 12:04:44,2022-08-23 19:04:44,6,Twitter Web App,4. Ketintang dua arah Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-23 12:04:44,2022-08-23 19:04:44,6,Twitter Web App,5. Tol Waru arah Gunungsari Macet,0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-23 12:04:44,2022-08-23 19:04:44,6,Twitter Web App,6. Ngagel arah Stasiun Wonokromo Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-23 12:04:44,2022-08-23 19:04:44,6,Twitter Web App,7. Diponegoro arah Wonokromo padat (odp-pr),0,0,0,0,0,0,Surabaya
e100ss,2022-08-23 10:40:01,2022-08-23 17:40:01,1,Twitter Web App,1. Tol Waru arah Banyuurip masih MACET,0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-23 10:40:01,2022-08-23 17:40:01,1,Twitter Web App,2. Raya Taman arah Bundaran Waru padat (odp-pr),0,0,0,0,0,0,Sidoarjo
e100ss,2022-08-23 9:23:11,2022-08-23 16:23:11,4,Twitter Web App,16.22: Kemacetan imbas Truk Trailer mogok di KM 6.200 Tol Waru arah Perak sampai ke Tol Sidoarjo. HINDARI dulu jalur ini kawan. Raya Taman mengarah ke Bundaran Waru juga MACET. (odp-pr),0,0,0,0,1,0,Sidoarjo
e100ss,2022-08-23 8:46:25,2022-08-23 15:46:25,0,Twitter Web App,1. Tol Waru arah Perak masih Macet,0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-23 8:46:25,2022-08-23 15:46:25,0,Twitter Web App,2. Raya Taman arah Waru Macet,0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-23 8:46:25,2022-08-23 15:46:25,0,Twitter Web App,3. Polisi Istimewa arah Darmo padat (odp-pr),0,0,0,0,0,0,Surabaya
e100ss,2022-08-23 8:11:30,2022-08-23 15:11:30,3,Twitter Web App,1. Tol Waru - Banyuurip MACET. Hindari jalur ini,0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-23 8:11:30,2022-08-23 15:11:30,3,Twitter Web App,"2. Raya Kupang Indah arah Bundaran Satelit Macet, ada Mobil Box terguling di bawah jembatan tol",0,0,0,0,1,0,Surabaya
e100ss,2022-08-23 8:11:30,2022-08-23 15:11:30,3,Twitter Web App,3. Kepatihan arah Terminal Benowo padat,0,0,0,0,0,0,Gresik
e100ss,2022-08-23 8:11:30,2022-08-23 15:11:30,3,Twitter Web App,4. Osowilangon arah Kalianak padat (odp-pr),0,0,0,0,0,0,Surabaya
e100ss,2022-08-23 6:47:49,2022-08-23 13:47:49,4,Twitter Web App,"13.47: Tol Waru arah Satelit macet. Senkom Jasa Marga mengabarkan, truk trailer bermasalah di KM 6.200. Saat ini diupayakan untuk dipinggirkan. ",0,0,0,0,1,0,Sidoarjo
e100ss,2022-08-23 6:47:49,2022-08-23 13:47:49,4,Twitter Web App,,0,0,0,0,0,0,0
e100ss,2022-08-23 6:47:49,2022-08-23 13:47:49,4,Twitter Web App,"Tetap berhati-hati dalam berkendara, Kawan. (odp-tm)",0,0,0,0,0,0,0
e100ss,2022-08-23 6:24:08,2022-08-23 13:24:08,0,Twitter Web App,1. Tol Waru arah Satelit macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-23 6:24:08,2022-08-23 13:24:08,0,Twitter Web App,2. Duduksampeyan Gresik arah Lamongan macet. (odp-tm),0,0,0,0,0,1,Gresik
e100ss,2022-08-23 5:20:21,2022-08-23 12:20:21,5,Twitter Web App,1. Raya Kepatihan arah Simpang tiga Benowo macet;,0,0,0,0,0,1,Gresik
e100ss,2022-08-23 5:20:21,2022-08-23 12:20:21,5,Twitter Web App,2. Exit tol Manyar Gresik arah Raya Manyar macet;,0,0,0,0,0,1,Gresik
e100ss,2022-08-23 5:20:21,2022-08-23 12:20:21,5,Twitter Web App,3. Raya Lidah Wetan arah Raya Wiyung macet. (odp-tm),0,0,0,0,0,1,Surabaya
e100ss,2022-08-23 4:24:52,2022-08-23 11:24:52,8,Twitter Web App,11.24: Info awal #kecelakaan di Tol Waru-Gunungsari. Kecelakaan melibatkan 4 mobil. Lalu lintas di lokasi macet. Data dan kronologi belum diketahui. (odp-tm),1,0,0,0,0,0,Sidoarjo
e100ss,2022-08-23 4:04:01,2022-08-23 11:04:01,1,Twitter Web App,1. Jalan Mulyorejo arah Merr macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-23 4:04:01,2022-08-23 11:04:01,1,Twitter Web App,"2. Duduksampeyan Gresik arah Gresik kota macet. Sholikun pendengar SS melaporkan, antrean kemacetan sekitar 1 km. (odp-tm)",0,0,0,0,0,1,Gresik
e100ss,2022-08-23 2:25:49,2022-08-23 9:25:49,5,Twitter Web App,1. Duduksampeyan Gresik arah Gresik kota macet;,0,0,0,0,0,1,Gresik
e100ss,2022-08-23 2:25:49,2022-08-23 9:25:49,5,Twitter Web App,2. Raya Tandes Lor arah Simpang Jalan Tanjungsari macet. (odp-tm),0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 23:50:49,2022-08-23 6:50:49,4,Twitter Web App,1. Raya Taman arah Simpang Jalan Ketegan Barat macet;,0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-22 23:50:49,2022-08-23 6:50:49,4,Twitter Web App,2. Raya Lidah Kulon arah Jalan Lontar Lidah Kulon padat;,0,0,0,0,0,0,Surabaya
e100ss,2022-08-22 23:50:49,2022-08-23 6:50:49,4,Twitter Web App,3. Jalan Mayjend Jonosewojo arah Jalan Mayjend HR Muhammad padat;,0,0,0,0,0,0,Surabaya
e100ss,2022-08-22 23:50:49,2022-08-23 6:50:49,4,Twitter Web App,4. Bundaran Aloha arah Raya Waru padat;,0,0,0,0,0,0,Sidoarjo
e100ss,2022-08-22 23:50:49,2022-08-23 6:50:49,4,Twitter Web App,5. Jalan Gunungsari arah Joyoboyo padat. (odp-tm),0,0,0,0,0,0,Surabaya
e100ss,2022-08-22 12:03:04,2022-08-22 19:03:04,2,Twitter Web App,1. Tol Banyuurip arah Satelit Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 12:03:04,2022-08-22 19:03:04,2,Twitter Web App,2. Wiyung arah Babatan Unesa padat,0,0,0,0,0,0,Surabaya
e100ss,2022-08-22 12:03:04,2022-08-22 19:03:04,2,Twitter Web App,3. Mayjen Sungkono arah HR Muhammad padat (odp-pr),0,0,0,0,0,0,Surabaya
e100ss,2022-08-22 11:10:53,2022-08-22 18:10:53,0,Twitter Web App,5. Underpass Satelit arah HR Muhammad padat,0,0,0,0,0,0,Surabaya
e100ss,2022-08-22 11:10:53,2022-08-22 18:10:53,0,Twitter Web App,6. Ambeng-ambeng arah Duduksampeyan Macet (odp-pr),0,0,0,0,0,1,Gresik
e100ss,2022-08-22 11:10:52,2022-08-22 18:10:52,3,Twitter Web App,1. Ada Truk Tangki bermasalah di lajur tengah tanjakan Tol Satelit arah Waru,0,0,0,0,1,0,Surabaya
e100ss,2022-08-22 11:10:52,2022-08-22 18:10:52,3,Twitter Web App,2. Tol Waru arah Gunungsari padat ada L300 mengalami kerusakan ban,0,0,0,0,1,0,Sidoarjo
e100ss,2022-08-22 11:10:52,2022-08-22 18:10:52,3,Twitter Web App,3. Semolowaru Macet ada kegiatan di Untag,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 11:10:52,2022-08-22 18:10:52,3,Twitter Web App,4. Raci Pakal - Terminal Benowo dua arah Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 10:43:21,2022-08-22 17:43:21,4,Twitter Web App,1. Raya Darmo arah Wonokromo macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 10:43:21,2022-08-22 17:43:21,4,Twitter Web App,2. Pasar Kembang arah Diponegoro padat,0,0,0,0,0,0,Surabaya
e100ss,2022-08-22 10:43:21,2022-08-22 17:43:21,4,Twitter Web App,3. Panglima Sudirman arah Raya Darmo macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 10:43:21,2022-08-22 17:43:21,4,Twitter Web App,4. MERR Kampus C Unair macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 10:43:21,2022-08-22 17:43:21,4,Twitter Web App,5. Kletek arah Taman padat,0,0,0,0,0,0,Sidoarjo
e100ss,2022-08-22 10:43:21,2022-08-22 17:43:21,4,Twitter Web App,6. Taman arah Geluran padat,0,0,0,0,0,0,Sidoarjo
e100ss,2022-08-22 10:43:21,2022-08-22 17:43:21,4,Twitter Web App,7. Raya Ngelom Sepanjang macet,0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-22 10:43:21,2022-08-22 17:43:21,4,Twitter Web App,8. Bundaran Waru arah Aloha macet,0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-22 9:08:45,2022-08-22 16:08:45,2,Twitter Web App,1. Ada Mobil mogok di dekat Exit Tol Gunungsari arah Waru. Lalu lintas Macet,0,0,0,0,1,0,Surabaya
e100ss,2022-08-22 9:08:45,2022-08-22 16:08:45,2,Twitter Web App,2. Margomulyo arah Tandes Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 9:08:45,2022-08-22 16:08:45,2,Twitter Web App,3. Sukomanunggal arah Tandes Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 9:08:45,2022-08-22 16:08:45,2,Twitter Web App,4. Tol Dupak arah Margomulyo Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 9:08:45,2022-08-22 16:08:45,2,Twitter Web App,5. Kedurus arah Wiyung Macet (odp-pr),0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 8:49:46,2022-08-22 15:49:46,6,Twitter Web App,1. Margomulyo dua arah masih Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 8:49:46,2022-08-22 15:49:46,6,Twitter Web App,2. Exit Tol Romokalisari Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 8:49:46,2022-08-22 15:49:46,6,Twitter Web App,3. Tol Dupak arah Margomulyo Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 8:49:46,2022-08-22 15:49:46,6,Twitter Web App,4. Sukomanunggal - Tandes - Bundaran Margomulyo Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 8:49:46,2022-08-22 15:49:46,6,Twitter Web App,5. Polisi Istimewa arah Darmo Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 8:49:46,2022-08-22 15:49:46,6,Twitter Web App,6. TL DR Soetomo arah Polisi Istimewa padat,0,0,0,0,0,0,Surabaya
e100ss,2022-08-22 8:17:05,2022-08-22 15:17:05,5,Twitter Web App,1. Margomulyo masih Macet dua arah,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 8:17:05,2022-08-22 15:17:05,5,Twitter Web App,2. Tol Dupak arah Margomulyo Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 8:17:05,2022-08-22 15:17:05,5,Twitter Web App,3. Darmo Indah arah Balongsari Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 8:17:05,2022-08-22 15:17:05,5,Twitter Web App,4. Exit Tol Romokalisari Macet (odp-pr),0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 7:26:09,2022-08-22 14:26:09,7,Twitter Web App,1. Raya Tandes Lor arah Bundaran Margomulyo masih macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 7:26:09,2022-08-22 14:26:09,7,Twitter Web App,2. Jalan Margomulyo arah Jalan greges macet 2 arah;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 7:26:09,2022-08-22 14:26:09,7,Twitter Web App,3. Exit Tol Romokalisari masih macet. (odp-tm),0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 5:59:59,2022-08-22 12:59:59,7,Twitter Web App,1. Jalan Kalianak arah Jalan Greges macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 5:59:59,2022-08-22 12:59:59,7,Twitter Web App,2. Exit Tol Romokalisari macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 5:59:59,2022-08-22 12:59:59,7,Twitter Web App,3. Raya Tandes Lor arah Bundaran Margomulyo macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 5:59:59,2022-08-22 12:59:59,7,Twitter Web App,4. Jalan Margomulyo arah Jalan Greges macet. (odp-tm),0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 4:27:34,2022-08-22 11:27:34,6,Twitter for Android,1. Jalan Simo Jawar arah Jalan Banyuurip macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 4:27:34,2022-08-22 11:27:34,6,Twitter for Android,2. Jalan Margomulyo arah Jalan Greges macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 4:27:34,2022-08-22 11:27:34,6,Twitter for Android,3. Jalan Tambak Langon arah Jalan Greges Barat macet. (odp-tm),0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 0:30:43,2022-08-22 7:30:43,3,Twitter Web App,4. Raya Wiyung arah Gunungsari macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 0:30:43,2022-08-22 7:30:43,3,Twitter Web App,5. Merr arah Raya Kertajaya Indah macet. (odp-tm),0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 0:30:42,2022-08-22 7:30:42,8,Twitter Web App,1. Tol Satelit arah Tol Dupak macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 0:30:42,2022-08-22 7:30:42,8,Twitter Web App,"2. Jalur motor Jembatan Suramadu arah Surabaya macet. Edi pendengar SS melaporkan, antrean macet sekitar 1 km;",0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 0:30:42,2022-08-22 7:30:42,8,Twitter Web App,3. Raya Cerme Kidul Gresik arah Raya Banjarsari macet;,0,0,0,0,0,1,Gresik
e100ss,2022-08-22 0:08:50,2022-08-22 7:08:50,3,Twitter Web App,07.08:,0,0,0,0,0,0,0
e100ss,2022-08-22 0:08:50,2022-08-22 7:08:50,3,Twitter Web App,1. Raya Wiyung arah Jalan Gunungsari macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 0:08:50,2022-08-22 7:08:50,3,Twitter Web App,2. Jalan Kedung Cowek arah Simpang Jalan Kenjeran macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 0:08:50,2022-08-22 7:08:50,3,Twitter Web App,3. Merr arah Simpang Raya Kertajaya Indah macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-22 0:08:50,2022-08-22 7:08:50,3,Twitter Web App,4. Raya Randegansari arah Simpang tiga Lakarsantri macet. (odp-tm),0,0,0,0,0,1,Gresik
e100ss,2022-08-21 13:38:00,2022-08-21 20:38:00,2,Twitter Web App,20.37: Indragiri arah Mayjen Sungkono masih MACET imbas kabel menjuntai. Sudah ada petugas di lokasi. (odp-pr),0,1,0,0,0,0,Surabaya
e100ss,2022-08-21 12:17:08,2022-08-21 19:17:08,3,Twitter Web App,1. Arief Rahman Hakim arah Keputih Macet,0,0,0,0,0,1,Surabaya
e100ss,2022-08-21 12:17:08,2022-08-21 19:17:08,3,Twitter Web App,2. Indragiri arah Mayjen Sungkono Macet (odp-pr),0,0,0,0,0,1,Surabaya
e100ss,2022-08-21 9:45:31,2022-08-21 16:45:31,1,Twitter Web App,16.45:,0,0,0,0,0,0,0
e100ss,2022-08-21 9:45:31,2022-08-21 16:45:31,1,Twitter Web App,1. Tol Kejapanan arah Sidoarjo masih MACET. Sebaiknya HINDARI jalur ini,0,0,0,0,0,1,0
e100ss,2022-08-21 9:45:31,2022-08-21 16:45:31,1,Twitter Web App,2. Setelah Exit Tol Manyar arah Sidayu MACET. (odp-pr),0,0,0,0,0,1,Gresik
e100ss,2022-08-21 9:18:35,2022-08-21 16:18:35,2,Twitter Web App,"16.18: Senkom Tol Pandaan mengabarkan, pengguna jalan tol Gempol Pandaan arah Surabaya sementara bisa turun Gate Gempol 2 karena lalu lintas MACET imbas proyek perbaikan di KM 770. Kemacetan sekitar 2km. (odp-pr)",0,1,0,0,0,0,0
e100ss,2022-08-21 8:13:37,2022-08-21 15:13:37,0,Twitter Web App,1. Tol Kejapanan arah Sidoarjo Macet,0,0,0,0,0,1,0
e100ss,2022-08-21 8:13:37,2022-08-21 15:13:37,0,Twitter Web App,2. Pandaan arah Kepulungan Macet (odp-pr),0,0,0,0,0,1,0
e100ss,2022-08-21 6:27:01,2022-08-21 13:27:01,8,Twitter Web App,"13.26: Jalan Patimura Batu arah Malang macet. Handoko pendengar SS melaporkan, ekor kemacetan sejak 2 km sebelum Jatim Park 3. (odp-tm)",0,0,0,0,0,1,0
e100ss,2022-08-21 2:52:18,2022-08-21 9:52:18,10,Twitter Web App,"09.52: Ada karnaval di Jalan Mayjend Sungkono arah Underpass Satelit, lalu lintas macet. Tarjo pendengar SS melaporkan, sudah 10 menit tidak bergerak. (odp-tm)",0,0,0,1,0,0,Surabaya
e100ss,2022-08-21 2:27:13,2022-08-21 9:27:13,3,Twitter Web App,"1. Ada  kegiatan kirap sedakah bumi di Raya Laban Menganti, lalu lintas macet di lokasi;",0,0,0,1,0,0,Gresik
e100ss,2022-08-21 2:27:13,2022-08-21 9:27:13,3,Twitter Web App,"2. TL di Simpang empat Kayoon padam, waspadai. (odp-tm)",0,0,0,0,0,0,Surabaya
e100ss,2022-08-20 11:53:31,2022-08-20 18:53:31,1,Twitter Web App,18.53: Ada bus mogok di Jalan Wonokromo arah Jalan Ahmad Yani. Lalu lintas di lokasi macet. Sudah ada petugas di lokasi. (odp-tm),0,0,0,0,1,0,Surabaya
e100ss,2022-08-20 11:10:41,2022-08-20 18:10:41,6,Twitter Web App,1. Jalan Arief Rahman Hakim arah Jalan Keputih macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-20 11:10:41,2022-08-20 18:10:41,6,Twitter Web App,2. Jalan Babatan Unesa arah Simpang Raya Wiyung macet. (odp-tm),0,0,0,0,0,1,Surabaya
e100ss,2022-08-20 10:59:22,2022-08-20 17:59:22,1,Twitter Web App,1. Underpass Satelit arah Jalan Mayjend HR Muhammad;,0,0,0,0,0,0,Surabaya
e100ss,2022-08-20 10:59:22,2022-08-20 17:59:22,1,Twitter Web App,2. Raya Wiyung arah Jalan Lidah Wetan macet. (odp-tm),0,0,0,0,0,1,Surabaya
e100ss,2022-08-20 8:14:31,2022-08-20 15:14:31,1,Twitter Web App,1. Menjelang Gate Tol Kejapanan arah Malang macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-20 8:14:31,2022-08-20 15:14:31,1,Twitter Web App,2. Duduksampeyan Gresik arah Lamongan macet;,0,0,0,0,0,1,Gresik
e100ss,2022-08-20 8:14:31,2022-08-20 15:14:31,1,Twitter Web App,3. Raya Kesambi Porong arah Jalan Arteri Baru Porong macet. (odp-tm),0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-20 7:31:56,2022-08-20 14:31:56,1,Twitter Web App,"14.31: Duduksampeyan Gresik arah Lamongan macet. Sutadi pendengar SS melaporkan, kendaraan didominasi truk. (odp-tm)",0,0,0,0,0,1,Gresik
e100ss,2022-08-20 7:13:14,2022-08-20 14:13:14,6,Twitter Web App,"14.13: Heru pendengar SS melaporkan, Jalan Letjen S Parman arah Simpang empat Gedangan macet. (odp-tm)",0,0,0,0,0,1,Sidoarjo
e100ss,2022-08-20 5:30:50,2022-08-20 12:30:50,0,Twitter Web App,1. Kapas Krampung arah Tambaksari MACET;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-20 5:30:50,2022-08-20 12:30:50,0,Twitter Web App,2. Duduk Sampeyan Gresik arah Surabaya MACET. (hm),0,0,0,0,0,1,Gresik
e100ss,2022-08-20 4:30:15,2022-08-20 11:30:15,5,Twitter Web App,"1. Update Merr, bemo yang tadi terguling di jalur arah Rungkut Madya sudah dievakuasi dan lalu lintas lancar;",0,0,0,0,0,0,Surabaya
e100ss,2022-08-20 4:30:15,2022-08-20 11:30:15,5,Twitter Web App,"2. Balongpanggang Gresik MACET, ada karnaval. (hm)",0,0,0,1,0,0,Gresik
e100ss,2022-08-20 4:10:29,2022-08-20 11:10:29,5,Twitter Web App,"1. Ada evakuasi #kecelakaan bemo L 1014 UG terguling di Merr menjelang simpang Semolowaru arah Rungkut Madya, lalu lintas MACET;",1,0,0,0,0,0,Surabaya
e100ss,2022-08-20 4:10:29,2022-08-20 11:10:29,5,Twitter Web App,"2. Manyar Gresik arah Tol Manyar MACET, ada truk mogok. (hm)",0,0,0,0,1,0,Gresik
e100ss,2022-08-20 2:38:17,2022-08-20 9:38:17,4,Twitter Web App,"09.37: Duduk Sampeyan Gresik arah Surabaya MACET, ada pengerjaan jalan. Effendi pendnegar SS melaporkan, di lokasi banyak kendaraan melawan arah. Info sudah diteruskan ke petugas. (hm)",0,1,0,0,0,0,Gresik
e100ss,2022-08-20 0:56:30,2022-08-20 7:56:30,7,Twitter Web App,"1. Manyar Gresik arah Sidayu MACET, ada truk mogok dan menutup lajur kiri;",0,0,0,0,1,0,Gresik
e100ss,2022-08-20 0:56:30,2022-08-20 7:56:30,7,Twitter Web App,2. Duduk Sampeyan Gresik arah Lamongan MACET;,0,0,0,0,0,1,Gresik
e100ss,2022-08-20 0:56:30,2022-08-20 7:56:30,7,Twitter Web App,"3. Nguling Pasuruan MACET, ada #kecelakaan truk muat tebu terguling. (hm)",1,0,0,0,0,0,0
e100ss,2022-08-19 13:34:39,2022-08-19 20:34:39,3,Twitter Web App,"20.34: Sutadi pendengar SS melaporkan, Sejak Exit Tol Kebomas Gresik arah Duduksampeyan Gresik macet imbas pengecoran jalan. (odp-tm)",0,1,0,0,0,0,Gresik
e100ss,2022-08-19 11:47:25,2022-08-19 18:47:25,5,Twitter Web App,1. Raya Sambikerep arah Raya Lontar macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-19 11:47:25,2022-08-19 18:47:25,5,Twitter Web App,2. Simpang tiga Benowo arah Raya Kepatihan macet;,0,0,0,0,0,1,Surabaya
e100ss,2022-08-19 11:47:25,2022-08-19 18:47:25,5,Twitter Web App,3. Leces Probolinggo arah Gate Tol Probolinggo Timur macet. (odp-tm),0,0,0,0,0,1,0
